freq;euc;cana;ban;coco;cafe;gesso
8610,779;53,362;59,683;49,295167;40,197667;38,905;57,915
8736,026;52,070833;60,1;50,067;41,007833;39,3785;59,247833
8863,095;50,7045;60,32825;50,582167;41,614833;39,370667;60,3565
8992,011;49,5245;60,5245;50,7085;41,926833;39,132333;61,053
9122,803;48,599833;60,66325;50,4325;41,719167;38,752667;61,2035
9255,497;47,835667;60,63275;49,833167;40,843333;37,9955;60,749667
9390,121;47,208833;60,317;48,871167;39,313833;36,603167;59,633833
9526,704;46,883;59,665;47,546333;37,288333;34,568167;57,828
9665,273;47,032;58,738;46,114833;35,115833;32,149667;55,574
9805,857;47,6695;57,75875;44,849333;33,311333;29,812;53,441
9948,487;48,6465;57,1155;43,847;32,4445;28,157667;52,046333
10093,191;49,782;57,15975;43,136833;32,920667;27,77;51,751333
10240;50,867;57,9495;42,752667;34,6965;28,908333;52,5015
10388,944;51,583333;59,26475;42,7125;37,213333;31,283833;53,883
10540,055;51,573667;60,81075;43,098167;39,634167;34,257;55,421833
10693,363;50,72;62,293;44,002333;41,3;37,279167;56,828
10848,902;49,387333;63,38075;45,276167;42,071;40,095167;58,041
11006,703;48,279833;63,80575;46,596167;42,244333;42,6575;59,162167
11166,799;48,007333;63,5895;47,747667;42,261833;44,952;60,322833
11329,224;48,748667;63,0555;48,653667;42,4645;46,906333;61,557833
11494,012;50,2745;62,5815;49,290667;42,987333;48,438;62,741167
11661,195;52,1695;62,377;49,664667;43,766;49,563167;63,589667
11830,812;54,01;62,44175;49,725667;44,587667;50,351833;63,7785
12002,895;55,454833;62,69275;49,414333;45,205;50,784833;63,187333
12177,48;56,324333;63,06175;48,776667;45,438667;50,738667;62,036
12354,606;56,6765;63,5225;47,909167;45,2835;50,155;60,738667
12534,309;56,767667;64,0665;46,939833;44,958333;49,215333;59,703833
12716,624;56,8595;64,6955;46,033;44,847833;48,288167;59,238333
12901,592;57,05;65,42025;45,331167;45,263333;47,721333;59,457
13089,25;57,279833;66,24875;44,930167;46,188833;47,665833;60,205333
13279,637;57,457167;67,13575;44,8415;47,308333;48,025667;61,158
13472,794;57,517;67,8975;45,0325;48,269167;48,531333;62,015
13668,76;57,420333;68,22925;45,449333;48,900333;48,937333;62,6385
13867,577;57,141833;67,93;46,015333;49,214333;49,150833;63,038667
14069,285;56,6935;67,087;46,638833;49,283833;49,223167;63,250167
14273,928;56,179667;65,97275;47,162167;49,160333;49,228833;63,249833
14481,547;55,779833;64,83075;47,381333;48,877333;49,205;63,016667
14692,186;55,652333;63,84725;47,2;48,470333;49,158;62,604167
14905,889;55,827667;63,18375;46,739833;47,981833;49,077167;62,138167
15122,7;56,1865;62,92975;46,229833;47,471;48,978;61,733833
15342,664;56,556833;63,0045;45,831333;47,056333;48,952833;61,454333
15565,829;56,828167;63,17375;45,629833;46,919667;49,149167;61,395
15792,239;56,946333;63,2005;45,644167;47,206667;49,677833;61,684167
16021,942;56,836167;62,99225;45,838167;47,901667;50,513333;62,307333
16254,986;56,432;62,6;46,1385;48,8065;51,488667;63,032833
16491,422;55,7985;62,10275;46,4665;49,660667;52,394667;63,586167
16731,295;55,162333;61,53625;46,754667;50,286;53,083167;63,8245
16974,656;54,746167;60,923;46,948167;50,633;53,505333;63,746167
17221,559;54,605667;60,3355;47,017333;50,754333;53,672667;63,424833
17472,053;54,611333;59,8485;46,949333;50,751;53,603833;62,9555
17726,189;54,589833;59,47275;46,736667;50,7165;53,313667;62,417
17984,021;54,475667;59,12275;46,3945;50,702833;52,847833;61,852167
18245,605;54,367;58,6255;45,988;50,726833;52,317667;61,288333
18510,994;54,420667;57,77;45,628333;50,818667;51,904;60,775
18780,242;54,674833;56,45575;45,429167;51,014833;51,748;60,356
19053,408;54,995167;54,82725;45,450167;51,326667;51,852;60,032833
19330,547;55,214;53,22725;45,654667;51,694333;52,059667;59,744833
19611,715;55,269;51,981;45,936333;52,017;52,191333;59,442333
19896,975;55,231833;51,25025;46,165833;52,221;52,210167;59,182167
